FID,city,lat,lon,pm2_5,AOD,AirTemp,DPTemp,RH,SeaLevelPr,WindDir,WindSpeed,NDVI,DEM,POINT_X,POINT_Y
126,Anqiu,36.434199999999997,119.192500000000000,14.800000000000001,0.3752470,82.6593018,-91.1928024,43.9594002,10238.2001953,101.8150024,33.3227005,1372,59,-961076.095777999960000,101714.677030000010000
127,Bianzhuang,34.848599999999998,118.044700000000010,16.500000000000000,0.4148340,164.9440002,-97.0329971,29.6518993,10218.9003906,291.6730042,46.5256996,2587,46,-1083013.536480000000000,-61358.786943100000000
128,Binzhou,37.366700000000002,118.016700000000000,4.800000000000000,0.5749590,117.9980011,-96.8153000,36.4868011,10221.9003906,152.9689941,30.6030998,1499,14,-1051257.954029999900000,216802.547752000010000
129,Boshan,36.483300000000000,117.833299999999990,21.699999999999999,0.3483740,135.8589935,-105.2639999,32.3282013,10222.2001953,271.2770081,29.0762005,2977,386,-1079543.090469999900000,121363.443248000000000
130,Changqing,36.557499999999997,116.727200000000000,12.500000000000000,0.4251360,156.2389984,-103.0569992,29.8903008,10211.0996094,117.3450012,11.7814999,1667,39,-1174872.585490000000000,142333.768545000000000
131,Chengtangcun,35.083599999999997,117.190700000000010,13.100000000000000,0.4639600,172.9199982,-89.3303986,29.7556992,10217.7998047,303.0830078,33.4963989,1870,73,-1155807.052760000100000,-25630.700765000001000
132,Chengyang,35.579400000000000,118.832800000000010,18.399999999999999,0.3443450,130.9550018,-78.5272980,37.7019005,10222.2998047,152.1269989,51.2542992,1446,112,-1003485.011510000000000,10897.383983000000000
133,Dengzhou,37.808199999999999,120.759100000000000,10.600000000000000,1.5289600,50.6104012,-108.8290024,46.6138992,10237.9003906,319.8729858,58.4124985,1118,23,-808271.895004000050000,239414.936382999990000
134,Dezhou,37.451300000000003,116.310500000000000,10.300000000000001,0.5254300,134.2720032,-51.7770004,42.3283997,10211.9003906,160.2149963,39.0077019,1245,24,-1196908.472110000000000,245799.643336000010000
135,Dongcun,36.776699999999998,121.159700000000000,9.000000000000000,0.3046330,70.0000992,-143.9850006,35.7414017,10228.0000000,290.0000000,50.0003014,1302,38,-784196.705848000010000,121988.619525000000000
136,Dongdu,35.850000000000001,117.700000000000000,19.800000000000001,0.0013612,148.0919952,-101.8919983,31.1541996,10220.9003906,288.3649902,33.1796989,2085,200,-1100041.933230000100000,52992.721553299998000
137,Feicheng,35.260599999999997,117.967500000000000,16.100000000000001,0.1796600,170.9960022,-124.9390030,25.1278992,10219.0000000,319.9849854,49.9973984,1771,114,-1084419.181799999900000,-15034.394393099999000
138,Gaomi,36.383299999999998,119.752799999999990,11.600000000000000,0.5381680,83.6949997,-105.9369965,40.6689987,10231.0996094,231.2519989,57.8320999,1293,25,-912395.176043999960000,90704.091015300000000
139,Hanting,36.770800000000001,119.210800000000010,12.000000000000000,1.3451900,76.0056992,-89.0139999,45.7949982,10242.0000000,70.0370026,30.0030003,1732,17,-955290.598910999950000,138726.774846999990000
140,Jiaozhou,36.283900000000003,120.003300000000000,9.400000000000000,0.5690750,77.7388992,-125.4700012,37.8908005,10231.0996094,315.9469910,75.0695038,1358,9,-891457.430662999980000,77394.146739300006000
141,Jiehu,35.542800000000000,118.455000000000000,18.300000000000001,0.7752690,149.1719971,-94.4044037,32.1800003,10220.4003906,255.8020020,44.6314011,1776,114,-1037454.769560000000000,10810.317833999999000
142,Jimo,36.389699999999998,120.462200000000000,8.699999999999999,0.4262030,75.1446991,-137.3670044,36.1062012,10231.7998047,337.8200073,79.3058014,1473,26,-849767.889810999970000,84999.775823499993000
143,Jinan,36.668300000000002,116.997200000000010,12.699999999999999,0.4863290,156.9969940,-108.9690018,28.9276009,10211.0000000,110.0139999,10.0036001,1310,33,-1149735.806150000100000,151320.385313000010000
144,Jining,35.405000000000001,116.581400000000000,18.899999999999999,0.6727030,180.8090057,-85.6354980,29.2873993,10217.5996094,312.9739990,20.9407997,1284,43,-1205014.292470000000000,17164.925172600000000
145,Laiwu,36.192799999999998,117.656899999999990,22.800000000000001,0.0446123,139.5599976,-105.0520020,31.8390007,10222.0000000,281.6109924,29.3372002,1919,181,-1099045.218099999900000,91291.086003999997000
146,Laixi,36.859200000000001,120.526900000000000,8.500000000000000,0.2978460,72.6679993,-119.9940033,39.8544006,10228.5000000,290.6690063,53.8944016,1982,54,-838930.641972000010000,136388.218320999990000
147,Laiyang,36.975800000000000,120.713600000000000,8.300000000000001,0.6789670,70.2424011,-123.6890030,39.5560989,10228.2001953,290.6789856,49.7899017,1667,40,-821286.485637999950000,147700.129562999990000
148,Linqu,36.515599999999999,118.539700000000000,15.300000000000001,0.5626610,116.1569977,-100.0699997,36.1986008,10227.9003906,224.2790070,32.1921997,1635,102,-1017304.710850000000000,117330.331278000000000
149,Linyi,35.063099999999999,118.342800000000000,17.199999999999999,0.3141250,160.4420013,-94.5018005,30.6205006,10219.2001953,273.4410095,47.2597008,1625,71,-1053626.547100000100000,-40949.596164800001000
150,Longgang,37.651800000000001,120.330600000000000,7.700000000000000,0.3041660,59.9939995,-147.7279968,36.7064018,10243.0000000,339.9379883,20.0590992,1198,4,-847190.328098000030000,225756.403872000000000
151,Luofeng,37.365000000000002,120.410000000000000,6.800000000000000,0.4681490,60.9635010,-134.9830017,38.9838982,10240.5996094,330.1380005,25.3889999,1745,68,-843533.742516000060000,193350.572340999990000
152,Mengyin,35.706899999999997,117.926400000000000,18.800000000000001,0.2018230,153.6670074,-105.3369980,29.8873005,10220.5000000,295.4190063,39.6624985,2273,183,-1082043.267870000100000,34670.796525999998000
153,Mingshui,36.716700000000003,117.500000000000000,15.000000000000000,0.4340210,146.1940002,-99.0492020,31.8607998,10214.2998047,153.3280029,19.1966000,1709,73,-1105303.324790000000000,150839.047495000010000
154,Mizhou,35.994700000000002,119.397499999999990,18.399999999999999,0.3826220,109.3779984,-87.0039978,39.7991982,10226.0000000,141.2059937,55.4039993,1406,62,-948368.897252999940000,51134.852275500001000
155,Nanding,36.748300000000000,118.055800000000000,15.000000000000000,0.3870260,127.3229980,-98.9521027,34.6395988,10222.0996094,222.6000061,30.1121998,1399,71,-1056453.181260000000000,148161.328237999990000
156,Nanma,36.184800000000003,118.154900000000000,20.300000000000001,0.1408890,135.0000000,-117.9869995,30.4535007,10225.0000000,319.9930115,30.0002995,1434,283,-1055457.610820000100000,84904.845266699995000
157,Ninghai,37.384200000000000,121.608600000000000,10.800000000000001,0.6862340,61.4659004,-90.4341965,48.5891991,10217.4003906,287.5610046,64.0878983,1346,13,-738725.524067000020000,185747.248452000000000
158,Ningyang,35.764200000000002,116.791400000000000,17.199999999999999,0.0103555,180.8659973,-87.4455032,29.0200996,10217.7998047,314.8699951,20.4342003,1582,64,-1181183.469020000000000,54165.597041100002000
159,Pingdu,36.784399999999998,119.946400000000000,9.100000000000000,0.3515460,78.8244019,-106.9540024,41.3655014,10231.7001953,228.8289948,49.9777985,1443,56,-890696.219930000020000,133264.704266999990000
160,Pingyi,35.500599999999999,117.630799999999990,16.600000000000001,0.6000000,166.9799957,-107.4020004,27.9150009,10218.7998047,305.8479919,43.6744003,1797,153,-1110987.916120000000000,15236.026531400001000
161,Pingyin,36.283099999999997,116.445300000000000,15.800000000000001,0.1627170,164.0240021,-82.8813019,31.9249992,10209.5000000,165.4230042,20.2534008,1267,44,-1203608.806889999900000,115553.887673000000000
162,Qingdao,36.066000000000003,120.369400000000000,10.199999999999999,0.5968180,75.8162003,-134.0140076,36.6116982,10231.5996094,334.1830139,78.8595963,1866,42,-861516.820681000010000,49997.176948900000000
163,Qingyang,37.495800000000003,121.258100000000000,11.300000000000001,0.6583390,60.7727013,-102.8949966,45.8254013,10226.9003906,295.7070007,52.7845001,1031,9,-768199.858330999970000,200811.860374999990000
164,Qingzhou,36.696700000000000,118.479699999999990,13.199999999999999,0.4307590,108.9440002,-96.9878006,37.9566994,10228.9003906,189.3430023,32.1292992,1420,98,-1020160.905790000000000,137951.215201999990000
